Year,League,Series,Team,Wins,Opponent,Opponent_Wins,Favorite,Underdog
2010,NBA,Western Conf First Round,San Antonio Spurs,4,Dallas Mavericks,2,DAL (-150),SAS (+130)
2010,NBA,Western Conf First Round,Phoenix Suns,4,Portland Trail Blazers,2,PHO (-500),POR (+400)
2010,NBA,Western Conf First Round,Utah Jazz,4,Denver Nuggets,2,DEN (-175),UTA (+150)
2010,NBA,Eastern Conf Semifinals,Boston Celtics,4,Cleveland Cavaliers,2,CLE (-480),BOS (+380)
2010,NBA,Eastern Conf Semifinals,Orlando Magic,4,Atlanta Hawks,0,ORL (-800),ATL (+550)
2010,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Utah Jazz,0,LAL (-420),UTA (+310)
2010,NBA,Western Conf Semifinals,Phoenix Suns,4,San Antonio Spurs,0,PHO (-140),SAS (+120)
2010,NBA,Western Conf Finals,Los Angeles Lakers,4,Phoenix Suns,2,LAL (-340),PHO (+270)
2010,NBA,Eastern Conf Finals,Boston Celtics,4,Orlando Magic,2,ORL (-260),BOS (+220)
2010,NBA,Finals,Los Angeles Lakers,4,Boston Celtics,3,LAL (-190),BOS (+165)
2009,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Detroit Pistons,0,CLE (-5000),DET (+3000)
2009,NBA,Eastern Conf First Round,Boston Celtics,4,Chicago Bulls,3,BOS (-545),CHI (+405)
2009,NBA,Eastern Conf First Round,Orlando Magic,4,Philadelphia 76ers,2,ORL (-1400),PHI (+800)
2009,NBA,Eastern Conf First Round,Atlanta Hawks,4,Miami Heat,3,ATL (-145),MIA (+125)
2009,NBA,Western Conf First Round,Los Angeles Lakers,4,Utah Jazz,1,LAL (-2000),UTA (+1200)
2009,NBA,Western Conf First Round,Denver Nuggets,4,New Orleans Pelicans,1,DEN (-210),NOH (+175)
2009,NBA,Western Conf First Round,Dallas Mavericks,4,San Antonio Spurs,1,SAS (-190),DAL (+160)
2009,NBA,Western Conf First Round,Houston Rockets,4,Portland Trail Blazers,2,POR (-175),HOU (+150)
2009,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Houston Rockets,3,LAL (-1100),HOU (+700)
2009,NBA,Western Conf Semifinals,Denver Nuggets,4,Dallas Mavericks,1,DEN (-240),DAL (+200)
2009,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Atlanta Hawks,0,CLE (-2450),ATL (+1000)
2009,NBA,Eastern Conf Semifinals,Orlando Magic,4,Boston Celtics,3,BOS (-120),ORL (+100)
2009,NBA,Eastern Conf Finals,Orlando Magic,4,Cleveland Cavaliers,2,CLE (-700),ORL (+550)
2009,NBA,Western Conf Finals,Los Angeles Lakers,4,Denver Nuggets,2,LAL (-250),DEN (+210)
2009,NBA,Finals,Los Angeles Lakers,4,Orlando Magic,1,LAL (-280),ORL (+240)
2008,NBA,Eastern Conf First Round,Boston Celtics,4,Atlanta Hawks,3,BOS (-8000),ATL (+4000)
2008,NBA,Eastern Conf First Round,Detroit Pistons,4,Philadelphia 76ers,2,DET (-1300),PHI (+850)
2008,NBA,Eastern Conf First Round,Orlando Magic,4,Toronto Raptors,1,ORL (-310),TOR (+260)
2008,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Washington Wizards,2,CLE (-115),WAS (-105)
2008,NBA,Western Conf First Round,Los Angeles Lakers,4,Denver Nuggets,0,LAL (-560),DEN (+460)
2008,NBA,Western Conf First Round,New Orleans Pelicans,4,Dallas Mavericks,1,NOH (-145),DAL (+125)
2008,NBA,Western Conf First Round,San Antonio Spurs,4,Phoenix Suns,1,SAS (-140),PHO (+120)
2008,NBA,Western Conf First Round,Utah Jazz,4,Houston Rockets,2,UTA (-215),HOU (+185)
2008,NBA,Eastern Conf Semifinals,Boston Celtics,4,Cleveland Cavaliers,3,BOS (-900),CLE (+600)
2008,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Orlando Magic,1,DET (-305),ORL (+255)
2008,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Utah Jazz,2,LAL (-350),UTA (+290)
2008,NBA,Western Conf Semifinals,San Antonio Spurs,4,New Orleans Pelicans,3,SAS (-135),NOH (+115)
2008,NBA,Eastern Conf Finals,Boston Celtics,4,Detroit Pistons,2,BOS (-135),DET (+115)
2008,NBA,Western Conf Finals,Los Angeles Lakers,4,San Antonio Spurs,1,LAL (-250),SAS (+210)
2008,NBA,Finals,Boston Celtics,4,Los Angeles Lakers,2,LAL (-180),BOS (+160)
2007,NBA,Eastern Conf First Round,Chicago Bulls,4,Miami Heat,0,CHI (-140),MIA (+120)
2007,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Washington Wizards,0,CLE (-2400),WAS (+1600)
2007,NBA,Eastern Conf First Round,Detroit Pistons,4,Orlando Magic,0,DET (-2200),ORL (+1400)
2007,NBA,Eastern Conf First Round,Brooklyn Nets,4,Toronto Raptors,2,TOR (-165),NJN (+145)
2007,NBA,Western Conf First Round,Golden State Warriors,4,Dallas Mavericks,2,DAL (-1800),GSW (+1200)
2007,NBA,Western Conf First Round,Phoenix Suns,4,Los Angeles Lakers,1,PHO (-1600),LAL (+1000)
2007,NBA,Western Conf First Round,San Antonio Spurs,4,Denver Nuggets,1,SAS (-750),DEN (+550)
2007,NBA,Western Conf First Round,Utah Jazz,4,Houston Rockets,3,HOU (-240),UTA (+200)
2007,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Brooklyn Nets,2,CLE (-260),NJN (+220)
2007,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Chicago Bulls,2,DET (-175),CHI (+155)
2007,NBA,Western Conf Semifinals,San Antonio Spurs,4,Phoenix Suns,2,PHO (-150),SAS (+130)
2007,NBA,Western Conf Semifinals,Utah Jazz,4,Golden State Warriors,1,UTA (-135),GSW (+115)
2007,NBA,Eastern Conf Finals,Cleveland Cavaliers,4,Detroit Pistons,2,DET (-330),CLE (+270)
2007,NBA,Western Conf Finals,San Antonio Spurs,4,Utah Jazz,1,SAS (-440),UTA (+350)
2007,NBA,Finals,San Antonio Spurs,4,Cleveland Cavaliers,0,SAS (-450),CLE (+360)
2006,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Washington Wizards,2,CLE (-180),WAS (+160)
2006,NBA,Eastern Conf First Round,Detroit Pistons,4,Milwaukee Bucks,1,DET (-5500),MIL (+3250)
2006,NBA,Eastern Conf First Round,Miami Heat,4,Chicago Bulls,2,MIA (-850),CHI (+625)
2006,NBA,Eastern Conf First Round,Brooklyn Nets,4,Indiana Pacers,2,NJN (-325),IND (+275)
2006,NBA,Western Conf First Round,Dallas Mavericks,4,Memphis Grizzlies,0,DAL (-725),MEM (+525)
2006,NBA,Western Conf First Round,Los Angeles Clippers,4,Denver Nuggets,1,LAC (-185),DEN (+145)
2006,NBA,Western Conf First Round,Phoenix Suns,4,Los Angeles Lakers,3,PHO (-360),LAL (+300)
2006,NBA,Western Conf First Round,San Antonio Spurs,4,Sacramento Kings,2,SAS (-1050),SAC (+725)
2006,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Cleveland Cavaliers,3,DET (-2000),CLE (+1200)
2006,NBA,Eastern Conf Semifinals,Miami Heat,4,Brooklyn Nets,1,MIA (-190),NJN (+160)
2006,NBA,Western Conf Semifinals,Dallas Mavericks,4,San Antonio Spurs,3,SAS (-180),DAL (+150)
2006,NBA,Western Conf Semifinals,Phoenix Suns,4,Los Angeles Clippers,3,PHO (-205),LAC (+185)
2006,NBA,Eastern Conf Finals,Miami Heat,4,Detroit Pistons,2,DET (-245),MIA (+205)
2006,NBA,Western Conf Finals,Dallas Mavericks,4,Phoenix Suns,2,DAL (-355),PHO (+295)
2006,NBA,Finals,Miami Heat,4,Dallas Mavericks,2,DAL (-150),MIA (+130)
2005,NBA,Eastern Conf First Round,Detroit Pistons,4,Philadelphia 76ers,1,DET (-1200),PHI (+800)
2005,NBA,Eastern Conf First Round,Indiana Pacers,4,Boston Celtics,3,BOS (-135),IND (+115)
2005,NBA,Eastern Conf First Round,Miami Heat,4,Brooklyn Nets,0,MIA (-1200),NJN (+800)
2005,NBA,Eastern Conf First Round,Washington Wizards,4,Chicago Bulls,2,CHI (-145),WAS (+125)
2005,NBA,Western Conf First Round,Dallas Mavericks,4,Houston Rockets,3,DAL (-220),HOU (+180)
2005,NBA,Western Conf First Round,Phoenix Suns,4,Memphis Grizzlies,0,PHO (-1200),MEM (+800)
2005,NBA,Western Conf First Round,San Antonio Spurs,4,Denver Nuggets,1,SAS (-500),DEN (+400)
2005,NBA,Western Conf First Round,Oklahoma City Thunder,4,Sacramento Kings,1,SAC (-120),SEA (+100)
2005,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Indiana Pacers,2,DET (-1100),IND (+700)
2005,NBA,Eastern Conf Semifinals,Miami Heat,4,Washington Wizards,0,MIA (-1800),WAS (+1200)
2005,NBA,Western Conf Semifinals,Phoenix Suns,4,Dallas Mavericks,2,PHO (-300),DAL (+220)
2005,NBA,Western Conf Semifinals,San Antonio Spurs,4,Oklahoma City Thunder,2,SAS (-1200),SEA (+800)
2005,NBA,Eastern Conf Finals,Detroit Pistons,4,Miami Heat,3,MIA (-130),DET (+110)
2005,NBA,Western Conf Finals,San Antonio Spurs,4,Phoenix Suns,1,SAS (-160),PHO (+140)
2005,NBA,Finals,San Antonio Spurs,4,Detroit Pistons,3,SAS (-250),DET (+200)
2004,NBA,Eastern Conf First Round,Detroit Pistons,4,Milwaukee Bucks,1,DET (-1780),MIL (+1430)
2004,NBA,Eastern Conf First Round,Indiana Pacers,4,Boston Celtics,0,IND (-1980),BOS (+1520)
2004,NBA,Eastern Conf First Round,Miami Heat,4,New Orleans Pelicans,3,MIA (-277),NOH (+243)
2004,NBA,Eastern Conf First Round,Brooklyn Nets,4,New York Knicks,0,NJN (-580),NYK (+500)
2004,NBA,Western Conf First Round,Los Angeles Lakers,4,Houston Rockets,1,LAL (-1080),HOU (+920)
2004,NBA,Western Conf First Round,Minnesota Timberwolves,4,Denver Nuggets,1,MIN (-1920),DEN (+1540)
2004,NBA,Western Conf First Round,Sacramento Kings,4,Dallas Mavericks,1,SAC (-164),DAL (+148)
2004,NBA,Western Conf First Round,San Antonio Spurs,4,Memphis Grizzlies,0,SAS (-1080),MEM (+920)
2004,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Brooklyn Nets,3,DET (-210),NJN (+180)
2004,NBA,Eastern Conf Semifinals,Indiana Pacers,4,Miami Heat,2,IND (-2300),MIA (+1600)
2004,NBA,Western Conf Semifinals,Los Angeles Lakers,4,San Antonio Spurs,2,SAS (-140),LAL (+120)
2004,NBA,Western Conf Semifinals,Minnesota Timberwolves,4,Sacramento Kings,3,MIN (-160),SAC (+140)
2004,NBA,Eastern Conf Finals,Detroit Pistons,4,Indiana Pacers,2,IND (-165),DET (+145)
2004,NBA,Western Conf Finals,Los Angeles Lakers,4,Minnesota Timberwolves,2,LAL (-330),MIN (+270)
2004,NBA,Finals,Detroit Pistons,4,Los Angeles Lakers,1,LAL (-700),DET (+500)
2003,NBA,Eastern Conf First Round,Boston Celtics,4,Indiana Pacers,2,IND (-340),BOS (+280)
2003,NBA,Eastern Conf First Round,Detroit Pistons,4,Orlando Magic,3,DET (-220),ORL (+180)
2003,NBA,Eastern Conf First Round,Brooklyn Nets,4,Milwaukee Bucks,2,NJN (-280),MIL (+230)
2003,NBA,Eastern Conf First Round,Philadelphia 76ers,4,New Orleans Pelicans,2,PHI (-179),NOH (+150)
2003,NBA,Western Conf First Round,Dallas Mavericks,4,Portland Trail Blazers,3,DAL (-400),POR (+320)
2003,NBA,Western Conf First Round,Los Angeles Lakers,4,Minnesota Timberwolves,2,LAL (-400),MIN (+320)
2003,NBA,Western Conf First Round,Sacramento Kings,4,Utah Jazz,1,SAC (-1400),UTA (+1000)
2003,NBA,Western Conf First Round,San Antonio Spurs,4,Phoenix Suns,2,SAS (-1000),PHO (+700)
2003,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Philadelphia 76ers,2,PHI (-150),DET (+130)
2003,NBA,Eastern Conf Semifinals,Brooklyn Nets,4,Boston Celtics,0,NJN (-380),BOS (+320)
2003,NBA,Western Conf Semifinals,Dallas Mavericks,4,Sacramento Kings,3,SAC (-280),DAL (+240)
2003,NBA,Western Conf Semifinals,San Antonio Spurs,4,Los Angeles Lakers,2,LAL (-145),SAS (+125)
2003,NBA,Eastern Conf Finals,Brooklyn Nets,4,Detroit Pistons,0,NJN (-300),DET (+250)
2003,NBA,Western Conf Finals,San Antonio Spurs,4,Dallas Mavericks,2,SAS (-380),DAL (+320)
2003,NBA,Finals,San Antonio Spurs,4,Brooklyn Nets,2,SAS (-330),NJN (+260)
2002,NBA,Eastern Conf First Round,Boston Celtics,3,Philadelphia 76ers,2,BOS (-200),PHI (+170)
2002,NBA,Eastern Conf First Round,Charlotte Hornets,3,Orlando Magic,1,CHH (-300),ORL (+250)
2002,NBA,Eastern Conf First Round,Detroit Pistons,3,Toronto Raptors,2,DET (-450),TOR (+325)
2002,NBA,Eastern Conf First Round,Brooklyn Nets,3,Indiana Pacers,2,NJN (-400),IND (+300)
2002,NBA,Western Conf First Round,Dallas Mavericks,3,Minnesota Timberwolves,0,DAL (-500),MIN (+400)
2002,NBA,Western Conf First Round,Los Angeles Lakers,3,Portland Trail Blazers,0,LAL (-600),POR (+450)
2002,NBA,Western Conf First Round,Sacramento Kings,3,Utah Jazz,1,SAC (-2000),UTA (+1400)
2002,NBA,Western Conf First Round,San Antonio Spurs,3,Oklahoma City Thunder,2,SAS (-750),SEA (+550)
2002,NBA,Eastern Conf Semifinals,Boston Celtics,4,Detroit Pistons,1,DET (-125),BOS (+105)
2002,NBA,Eastern Conf Semifinals,Brooklyn Nets,4,Charlotte Hornets,1,NJN (-160),CHH (+140)
2002,NBA,Western Conf Semifinals,Los Angeles Lakers,4,San Antonio Spurs,1,LAL (-650),SAS (+450)
2002,NBA,Western Conf Semifinals,Sacramento Kings,4,Dallas Mavericks,1,SAC (-155),DAL (+135)
2002,NBA,Eastern Conf Finals,Brooklyn Nets,4,Boston Celtics,2,NJN (-135),BOS (+115)
2002,NBA,Western Conf Finals,Los Angeles Lakers,4,Sacramento Kings,3,LAL (-230),SAC (+190)
2002,NBA,Finals,Los Angeles Lakers,4,Brooklyn Nets,0,LAL (-750),NJN (+550)
2001,NBA,Eastern Conf First Round,Charlotte Hornets,3,Miami Heat,0,MIA (-180),CHH (+160)
2001,NBA,Eastern Conf First Round,Milwaukee Bucks,3,Orlando Magic,1,MIL (-500),ORL (+350)
2001,NBA,Eastern Conf First Round,Philadelphia 76ers,3,Indiana Pacers,1,PHI (-600),IND (+400)
2001,NBA,Eastern Conf First Round,Toronto Raptors,3,New York Knicks,2,NYK (-170),TOR (+150)
2001,NBA,Western Conf First Round,Dallas Mavericks,3,Utah Jazz,2,UTA (-180),DAL (+160)
2001,NBA,Western Conf First Round,Los Angeles Lakers,3,Portland Trail Blazers,0,LAL (-400),POR (+300)
2001,NBA,Western Conf First Round,Sacramento Kings,3,Phoenix Suns,1,SAC (-400),PHO (+300)
2001,NBA,Western Conf First Round,San Antonio Spurs,3,Minnesota Timberwolves,1,SAS (-900),MIN (+600)
2001,NBA,Eastern Conf Semifinals,Milwaukee Bucks,4,Charlotte Hornets,3,MIL (-230),CHH (+190)
2001,NBA,Eastern Conf Semifinals,Philadelphia 76ers,4,Toronto Raptors,3,PHI (-340),TOR (+280)
2001,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Sacramento Kings,0,LAL (-360),SAC (+290)
2001,NBA,Western Conf Semifinals,San Antonio Spurs,4,Dallas Mavericks,1,SAS (-650),DAL (+450)
2001,NBA,Eastern Conf Finals,Philadelphia 76ers,4,Milwaukee Bucks,3,PHI (-180),MIL (+160)
2001,NBA,Western Conf Finals,Los Angeles Lakers,4,San Antonio Spurs,0,LAL (-145),SAS (+125)
2001,NBA,Finals,Los Angeles Lakers,4,Philadelphia 76ers,1,LAL (-2000),PHI (+1600)
2000,NBA,Eastern Conf First Round,Indiana Pacers,3,Milwaukee Bucks,2,IND (-800),MIL (+550)
2000,NBA,Eastern Conf First Round,Miami Heat,3,Detroit Pistons,0,NA,NA
2000,NBA,Eastern Conf First Round,New York Knicks,3,Toronto Raptors,0,NYK (-230),TOR (+190)
2000,NBA,Eastern Conf First Round,Philadelphia 76ers,3,Charlotte Hornets,1,CHH (-140),PHI (+120)
2000,NBA,Western Conf First Round,Los Angeles Lakers,3,Sacramento Kings,2,LAL (-2000),SAC (+1200)
2000,NBA,Western Conf First Round,Phoenix Suns,3,San Antonio Spurs,1,NA,NA
2000,NBA,Western Conf First Round,Portland Trail Blazers,3,Minnesota Timberwolves,1,POR (-330),MIN (+250)
2000,NBA,Western Conf First Round,Utah Jazz,3,Oklahoma City Thunder,2,UTA (-650),SEA (+450)
2000,NBA,Eastern Conf Semifinals,Indiana Pacers,4,Philadelphia 76ers,2,IND (-185),PHI (+165)
2000,NBA,Eastern Conf Semifinals,New York Knicks,4,Miami Heat,3,MIA (-155),NYK (+135)
2000,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Phoenix Suns,1,LAL (-2200),PHO (+1500)
2000,NBA,Western Conf Semifinals,Portland Trail Blazers,4,Utah Jazz,1,POR (-240),UTA (+190)
2000,NBA,Eastern Conf Finals,Indiana Pacers,4,New York Knicks,2,IND (-260),NYK (+220)
2000,NBA,Western Conf Finals,Los Angeles Lakers,4,Portland Trail Blazers,3,LAL (-340),POR (+280)
2000,NBA,Finals,Los Angeles Lakers,4,Indiana Pacers,2,LAL (-800),IND (+550)
1999,NBA,Eastern Conf First Round,Atlanta Hawks,3,Detroit Pistons,2,ATL (-160),DET (+140)
1999,NBA,Eastern Conf First Round,Indiana Pacers,3,Milwaukee Bucks,0,IND (-400),MIL (+300)
1999,NBA,Eastern Conf First Round,New York Knicks,3,Miami Heat,2,MIA (-280),NYK (+230)
1999,NBA,Eastern Conf First Round,Philadelphia 76ers,3,Orlando Magic,1,ORL (-210),PHI (+175)
1999,NBA,Western Conf First Round,Los Angeles Lakers,3,Houston Rockets,1,LAL (-165),HOU (+145)
1999,NBA,Western Conf First Round,Portland Trail Blazers,3,Phoenix Suns,0,POR (-500),PHO (+350)
1999,NBA,Western Conf First Round,San Antonio Spurs,3,Minnesota Timberwolves,1,SAS (-1500),MIN (+1000)
1999,NBA,Western Conf First Round,Utah Jazz,3,Sacramento Kings,2,UTA (-1000),SAC (+700)
1999,NBA,Eastern Conf Semifinals,Indiana Pacers,4,Philadelphia 76ers,0,IND (-400),PHI (+300)
1999,NBA,Eastern Conf Semifinals,New York Knicks,4,Atlanta Hawks,0,ATL (-135),NYK (+115)
1999,NBA,Western Conf Semifinals,Portland Trail Blazers,4,Utah Jazz,2,UTA (-125),POR (+105)
1999,NBA,Western Conf Semifinals,San Antonio Spurs,4,Los Angeles Lakers,0,SAS (-220),LAL (+180)
1999,NBA,Eastern Conf Finals,New York Knicks,4,Indiana Pacers,2,IND (-240),NYK (+200)
1999,NBA,Western Conf Finals,San Antonio Spurs,4,Portland Trail Blazers,0,SAS (-200),POR (+170)
1999,NBA,Finals,San Antonio Spurs,4,New York Knicks,1,SAS (-900),NYK (+600)
1998,NBA,Eastern Conf First Round,Charlotte Hornets,3,Atlanta Hawks,1,CHH (-120),ATL (+100)
1998,NBA,Eastern Conf First Round,Chicago Bulls,3,Brooklyn Nets,0,CHI (-2500),NJN (+1800)
1998,NBA,Eastern Conf First Round,Indiana Pacers,3,Cleveland Cavaliers,1,IND (-450),CLE (+325)
1998,NBA,Eastern Conf First Round,New York Knicks,3,Miami Heat,2,MIA (-500),NYK (+350)
1998,NBA,Western Conf First Round,Los Angeles Lakers,3,Portland Trail Blazers,1,LAL (-550),POR (+375)
1998,NBA,Western Conf First Round,San Antonio Spurs,3,Phoenix Suns,1,PHO (-135),SAS (+115)
1998,NBA,Western Conf First Round,Oklahoma City Thunder,3,Minnesota Timberwolves,2,SEA (-2000),MIN (+1400)
1998,NBA,Western Conf First Round,Utah Jazz,3,Houston Rockets,2,UTA (-850),HOU (+525)
1998,NBA,Eastern Conf Semifinals,Chicago Bulls,4,Charlotte Hornets,1,CHI (-2000),CHH (+1400)
1998,NBA,Eastern Conf Semifinals,Indiana Pacers,4,New York Knicks,1,IND (-1100),NYK (+700)
1998,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Oklahoma City Thunder,1,LAL (-115),SEA (-105)
1998,NBA,Western Conf Semifinals,Utah Jazz,4,San Antonio Spurs,1,UTA (-270),SAS (+210)
1998,NBA,Eastern Conf Finals,Chicago Bulls,4,Indiana Pacers,3,CHI (-600),IND (+400)
1998,NBA,Western Conf Finals,Utah Jazz,4,Los Angeles Lakers,0,LAL (-130),UTA (+110)
1998,NBA,Finals,Chicago Bulls,4,Utah Jazz,2,CHI (-125),UTA (+105)
1997,NBA,Eastern Conf First Round,Atlanta Hawks,3,Detroit Pistons,2,ATL (-170),DET (+150)
1997,NBA,Eastern Conf First Round,Chicago Bulls,3,Washington Wizards,0,CHI (-2500),WSB (+1800)
1997,NBA,Eastern Conf First Round,Miami Heat,3,Orlando Magic,2,MIA (-400),ORL (+300)
1997,NBA,Eastern Conf First Round,New York Knicks,3,Charlotte Hornets,0,NYK (-250),CHH (+200)
1997,NBA,Western Conf First Round,Houston Rockets,3,Minnesota Timberwolves,0,HOU (-1300),MIN (+800)
1997,NBA,Western Conf First Round,Los Angeles Lakers,3,Portland Trail Blazers,1,LAL (-330),POR (+250)
1997,NBA,Western Conf First Round,Oklahoma City Thunder,3,Phoenix Suns,2,SEA (-650),PHO (+450)
1997,NBA,Western Conf First Round,Utah Jazz,3,Los Angeles Clippers,0,UTA (-3300),LAC (+2200)
1997,NBA,Eastern Conf Semifinals,Chicago Bulls,4,Atlanta Hawks,1,CHI (-1700),ATL (+1100)
1997,NBA,Eastern Conf Semifinals,Miami Heat,4,New York Knicks,3,MIA (-145),NYK (+125)
1997,NBA,Western Conf Semifinals,Houston Rockets,4,Oklahoma City Thunder,3,HOU (-130),SEA (+110)
1997,NBA,Western Conf Semifinals,Utah Jazz,4,Los Angeles Lakers,1,UTA (-270),LAL (+210)
1997,NBA,Eastern Conf Finals,Chicago Bulls,4,Miami Heat,1,CHI (-1700),MIA (+1100)
1997,NBA,Western Conf Finals,Utah Jazz,4,Houston Rockets,2,UTA (-220),HOU (+180)
1997,NBA,Finals,Chicago Bulls,4,Utah Jazz,2,CHI (-600),UTA (+400)
1996,NBA,Eastern Conf First Round,Atlanta Hawks,3,Indiana Pacers,2,IND (-140),ATL (+120)
1996,NBA,Eastern Conf First Round,Chicago Bulls,3,Miami Heat,0,CHI (-2500),MIA (+1800)
1996,NBA,Eastern Conf First Round,New York Knicks,3,Cleveland Cavaliers,0,CLE (-185),NYK (+165)
1996,NBA,Eastern Conf First Round,Orlando Magic,3,Detroit Pistons,0,ORL (-1500),DET (+1000)
1996,NBA,Western Conf First Round,Houston Rockets,3,Los Angeles Lakers,1,LAL (-145),HOU (+125)
1996,NBA,Western Conf First Round,San Antonio Spurs,3,Phoenix Suns,1,SAS (-500),PHO (+350)
1996,NBA,Western Conf First Round,Oklahoma City Thunder,3,Sacramento Kings,1,SEA (-2200),SAC (+1500)
1996,NBA,Western Conf First Round,Utah Jazz,3,Portland Trail Blazers,2,UTA (-400),POR (+300)
1996,NBA,Eastern Conf Semifinals,Chicago Bulls,4,New York Knicks,1,CHI (-3500),NYK (+2200)
1996,NBA,Eastern Conf Semifinals,Orlando Magic,4,Atlanta Hawks,1,NA,NA
1996,NBA,Western Conf Semifinals,Oklahoma City Thunder,4,Houston Rockets,0,SEA (-200),HOU (+170)
1996,NBA,Western Conf Semifinals,Utah Jazz,4,San Antonio Spurs,2,NA,NA
1996,NBA,Eastern Conf Finals,Chicago Bulls,4,Orlando Magic,0,CHI (-500),ORL (+350)
1996,NBA,Western Conf Finals,Oklahoma City Thunder,4,Utah Jazz,3,SEA (-270),UTA (+210)
1996,NBA,Finals,Chicago Bulls,4,Oklahoma City Thunder,2,CHI (-950),SEA (+650)
